sample_index,source_index,jid,formula,nat,space_group_number,crystal_system,formation_energy_peratom,optb88vdw_bandgap,split
1460,55797,JVASP-123261,Er3V,4,164,trigonal,0.36631,0.0,train
1461,28361,JVASP-79451,MnHO2,4,8,monoclinic,-1.44358,0.281,train
1462,40034,JVASP-97992,Ba2YSbO6,10,225,cubic,-0.78418,0.0,train
1463,5460,JVASP-65650,BaSr2Mg,4,123,tetragonal,-0.02747,0.0,train
1464,61,JVASP-64090,Ba4MnW,6,216,cubic,1.80863,0.0,train
1465,37205,JVASP-29267,Sc5CCl8,14,12,monoclinic,-1.95556,0.0,train
1466,14707,JVASP-3225,NaSrP,9,189,hexagonal,-0.93476,1.413,train
1467,20553,JVASP-105232,Pm2CdPb,4,225,cubic,-0.47236,0.0,train
1468,33190,JVASP-20437,TmMg2,12,194,hexagonal,-0.04006,0.0,train
1469,58437,JVASP-128085,NdPt3,4,221,cubic,-0.91303,0.0,train
1470,11662,JVASP-105627,K2LiAuCl6,10,225,cubic,-1.26228,0.0,train
1471,74435,JVASP-152705,Fe5C2,14,15,monoclinic,0.07381,0.0,train
1472,45069,JVASP-108914,ZnAu4,5,166,trigonal,-0.0807,0.0,train
1473,37506,JVASP-40693,Co3TeO8,24,186,hexagonal,-1.07316,0.0,train
1474,25599,JVASP-10545,K2GeSe3,12,2,triclinic,-0.91145,1.589,train
1475,71190,JVASP-157039,Yb2IrAu,4,225,cubic,-0.85803,0.0,train
1476,9081,JVASP-86148,DyFe2B2,5,139,tetragonal,-0.49345,0.0,train
1477,14477,JVASP-105947,ZrTaC2,4,166,trigonal,-0.85441,0.0,train
1478,12635,JVASP-71854,Mn2BeW,4,225,cubic,-0.12195,0.0,train
1479,49541,JVASP-112665,MgZn4O5,20,156,trigonal,-1.86811,1.022,train
1480,16312,JVASP-2430,ZnGa2S4,7,82,tetragonal,-0.80653,2.295,train
1481,34151,JVASP-40624,K2Rh2O5,9,123,tetragonal,-1.06702,0.0,train
1482,24177,JVASP-33314,ZnH8C2S2N6,38,14,monoclinic,-0.08745,4.305,train
1483,42250,JVASP-29258,Zr6CCl14,42,64,orthorhombic,-1.86185,1.283,train
1484,12204,JVASP-74672,Be2CoNi,4,99,tetragonal,-0.19486,0.0,train
1485,49500,JVASP-114646,BePSe,3,6,monoclinic,1.28423,0.0,train
1486,24056,JVASP-51342,ZrH,2,119,tetragonal,-0.33518,0.0,train
1487,38733,JVASP-30461,C3N4,21,144,trigonal,0.31028,2.204,train
1488,26270,JVASP-45378,BaSi4O9,28,188,hexagonal,-2.99624,4.498,train
1489,54307,JVASP-118753,NCl2,3,6,monoclinic,0.76797,0.0,train
1490,87203,JVASP-183882,SrCoCl,3,187,hexagonal,-0.39967,0.0,train
1491,34883,JVASP-39469,Re3Sb,4,225,cubic,0.69319,0.0,train
1492,21397,JVASP-107258,TbCdPd,9,189,hexagonal,-0.73415,0.0,train
1493,5178,JVASP-86409,LiBIr,12,70,orthorhombic,-0.5202,0.0,train
1494,13065,JVASP-93383,CeSe2,6,166,trigonal,-1.56523,0.921,train
1495,79848,JVASP-179069,ScB2Pt3,6,191,hexagonal,-0.44678,0.0,train
1496,7849,JVASP-63406,Li3BN2,24,141,tetragonal,-1.00372,3.423,train
1497,15491,JVASP-100174,Eu2ZnGa,4,225,cubic,-0.50785,0.0,train
1498,62340,JVASP-138182,MgF,2,123,tetragonal,-2.16466,0.0,train
1499,52409,JVASP-119266,LiV3O4,8,12,monoclinic,-2.22842,0.0,train
1500,29842,JVASP-36192,BC2N,4,115,tetragonal,0.26398,1.907,train
1501,10262,JVASP-71334,Be2BiRu,4,99,tetragonal,0.33141,0.0,train
1502,84898,JVASP-163850,Li2VF4,7,65,orthorhombic,-2.90567,1.237,train
1503,19514,JVASP-50489,Li6MnS4,22,137,tetragonal,-1.30995,1.801,train
1504,57210,JVASP-127362,CrSi,2,221,cubic,0.0718,0.0,train
1505,41362,JVASP-9596,CdCO3,10,167,trigonal,-1.42809,2.986,train
1506,57194,JVASP-121716,Li3MnSi2O7,13,1,triclinic,-2.45152,1.284,train
1507,12486,JVASP-18552,NiGePt2,8,69,orthorhombic,-0.29929,0.0,train
1508,20712,JVASP-19916,HgSe,2,225,cubic,0.07304,0.0,train
1509,10143,JVASP-71004,Ti2BeCl,4,99,tetragonal,-0.18325,0.0,train
1510,3062,JVASP-62768,HoBC,6,65,orthorhombic,-0.11069,0.0,train
1511,62631,JVASP-124514,SI3,4,38,orthorhombic,0.15609,0.0,train
1512,83520,JVASP-186661,TiIrO,3,187,hexagonal,-1.22185,0.0,train
1513,55147,JVASP-122579,Sn7Kr,8,215,cubic,0.29895,0.0,train
1514,33887,JVASP-13808,AsCl3O,20,14,monoclinic,-0.61765,2.326,train
1515,46557,JVASP-21048,Y4Ga12Pd,17,229,cubic,-0.60872,0.0,train
1516,57048,JVASP-127304,TlXe,2,187,hexagonal,0.35551,0.0,train
1517,54638,JVASP-117981,CaNO,3,187,hexagonal,0.09388,0.0,train
1518,89067,JVASP-164311,BaLa4Cu5O12,22,83,tetragonal,-2.30805,0.0,train
1519,13014,JVASP-92758,LaCuO3,5,221,cubic,-2.22349,0.0,train
1520,21098,JVASP-103890,TiH24C13O4,42,1,triclinic,-0.33264,2.429,train
1521,58907,JVASP-128259,MgTa,2,221,cubic,0.62813,0.0,train
1522,79130,JVASP-183207,YPdIr,3,187,hexagonal,-0.31103,0.0,train
1523,79546,JVASP-165522,NaHf2CuSe5,18,63,orthorhombic,-1.19457,0.563,train
1524,36688,JVASP-9874,Ca2AlSnO5,18,1,triclinic,-2.7455,2.238,train
1525,78426,JVASP-185866,BaCu2Te2,5,139,tetragonal,-0.71188,0.187,train
1526,31593,JVASP-41982,AlZnIr2,4,225,cubic,-0.60582,0.0,train
1527,20371,JVASP-106687,YbErSe2,4,166,trigonal,-2.00096,0.0,train
1528,52633,JVASP-117996,CdCuO2,4,166,trigonal,-0.7795,0.0,train
1529,63581,JVASP-138781,AlBiBr,3,99,tetragonal,-0.01211,0.0,train
1530,9157,JVASP-18406,SmH2,3,225,cubic,-0.70459,0.0,train
1531,30556,JVASP-36258,MnCoTe,3,216,cubic,-0.00927,0.0,train
1532,66291,JVASP-144092,LiMnPO4,28,33,orthorhombic,-2.14026,2.065,train
1533,37108,JVASP-30306,MnC2O6,9,148,trigonal,-1.25533,0.0,train
1534,67879,JVASP-134884,AlC2,3,6,monoclinic,0.72511,0.0,train
1535,84565,JVASP-171796,LaInPt,9,189,hexagonal,-1.03376,0.0,train
1536,54042,JVASP-117486,B2H,3,12,monoclinic,0.32636,0.0,train
1537,31582,JVASP-36112,KNdS2,4,166,trigonal,-2.01861,2.297,train
1538,323,JVASP-323,TiS2,3,164,trigonal,-1.42034,0.0,train
1539,67435,JVASP-135135,ICl2,3,2,triclinic,-0.14298,0.0,train
1540,29956,JVASP-36645,TmAu,4,63,orthorhombic,-0.96797,0.0,train
1541,26025,JVASP-29524,VTeO4,24,14,monoclinic,-1.80867,0.78,train
1542,87416,JVASP-168329,Pr3Ir,16,62,orthorhombic,-0.49551,0.0,train
1543,35769,JVASP-963,Pd,1,225,cubic,0.0,0.0,train
1544,87308,JVASP-186357,CuRuO2,4,166,trigonal,-0.76309,0.0,train
1545,10094,JVASP-69390,Be2ZnGa,4,119,tetragonal,0.32023,0.0,train
1546,79057,JVASP-173571,Ti2Se3,20,163,trigonal,-1.22597,0.0,train
1547,55733,JVASP-123211,Er3In,4,164,trigonal,-0.14617,0.0,train
1548,6231,JVASP-72866,TiBe2Cd,4,225,cubic,0.17258,0.0,train
1549,10065,JVASP-91250,Na2BeGeO4,32,14,monoclinic,-2.20746,3.933,train
1550,72586,JVASP-156873,DyErZn2,4,225,cubic,-0.38201,0.0,train
1551,36834,JVASP-29416,MnSbS2Cl,20,62,orthorhombic,-0.62288,0.668,train
1552,92958,JVASP-192584,TiNbVIr,4,216,cubic,-0.48752,0.0,train
1553,22442,JVASP-49375,Nd3SiAgSe7,24,173,hexagonal,-1.39287,1.507,train
1554,50952,JVASP-102850,WO2F2,10,26,orthorhombic,-2.37967,0.34,train
1555,72991,JVASP-146289,PrGe4Rh6,11,187,hexagonal,-0.71755,0.0,train
1556,80702,JVASP-178765,NbSeCl2,4,99,tetragonal,-0.57262,0.0,train
1557,61095,JVASP-144665,Mn3Co3Te2O12,20,1,triclinic,-1.15159,0.11,train
1558,29279,JVASP-81859,K2AgAu,4,123,tetragonal,-0.20054,0.0,train
1559,41127,JVASP-38200,NdTlAg2,4,225,cubic,-0.27598,0.0,train
1560,64197,JVASP-136345,SiClF,3,187,hexagonal,-0.65441,0.0,train
1561,44353,JVASP-108695,TmO2,6,11,monoclinic,-2.9951,0.0,train
1562,45431,JVASP-110227,La2NiSn4,7,38,orthorhombic,-0.71488,0.0,train
1563,1619,JVASP-64226,Ba4GaSn,6,216,cubic,0.23625,0.0,train
1564,14845,JVASP-19890,LaPt2,6,227,cubic,-1.12477,0.0,train
1565,66674,JVASP-141750,Sr4NbCoO8,14,65,orthorhombic,-2.81015,0.7,train
1566,17329,JVASP-100505,Sr3Sc,4,139,tetragonal,0.2737,0.0,train
1567,88391,JVASP-185332,Ti2Se3,5,160,trigonal,-0.93198,0.0,train
1568,36723,JVASP-29967,Bi2PbSe4,7,166,trigonal,-0.45752,0.444,train
1569,59113,JVASP-125171,VB11,12,8,monoclinic,0.22505,0.0,train
1570,2936,JVASP-98421,Ti3Zn3C,28,227,cubic,-0.46842,0.0,train
1571,65434,JVASP-133986,BaYSe,3,99,tetragonal,-0.10966,0.0,train
1572,64384,JVASP-129992,Pu7Pt,8,16,orthorhombic,0.06694,0.0,train
1573,10074,JVASP-74206,BeBi2W,4,139,tetragonal,1.02578,0.0,train
1574,7162,JVASP-75497,AsRu2Se,4,216,cubic,0.69389,0.0,train
1575,43218,JVASP-110004,Mg2CdHg,4,225,cubic,-0.13046,0.0,train
1576,38892,JVASP-45877,Li2MnOF2,12,63,orthorhombic,-2.44456,0.439,train
1577,45202,JVASP-109547,Li2AcAl,4,225,cubic,-0.16815,0.0,train
1578,35131,JVASP-39198,Mg2SnO4,14,227,cubic,-2.47602,2.098,train
1579,34097,JVASP-25004,Pr3Si2S8I,28,15,monoclinic,-1.57452,2.611,train
1580,43793,JVASP-24968,Pr4S3NCl3,22,186,hexagonal,-2.23735,3.019,train
1581,26864,JVASP-79185,Mg3B,4,221,cubic,0.51796,0.0,train
1582,44331,JVASP-52205,Li8HfO6,15,148,trigonal,-2.45772,5.529,train
1583,34157,JVASP-39910,YbScRh2,4,225,cubic,-0.93033,0.0,train
1584,90362,JVASP-187467,ZrTi2AgO,5,123,tetragonal,-1.15638,0.0,train
1585,42141,JVASP-54785,SrPt5,6,191,hexagonal,-0.57623,0.0,train
1586,21990,JVASP-107369,MgAl2Sn2,5,164,trigonal,-0.00994,0.0,train
1587,47450,JVASP-56684,MnB4O7,24,63,orthorhombic,-2.37635,2.218,train
1588,20399,JVASP-50969,Ta2CuO6,9,44,orthorhombic,-2.44046,0.279,train
1589,26770,JVASP-78705,Rb,2,63,orthorhombic,-8e-05,0.0,train
1590,67936,JVASP-142658,Li5NiO3F,20,12,monoclinic,-2.06503,0.864,train
1591,39429,JVASP-11728,Ba2CoMoO6,10,225,cubic,-2.39323,0.0,train
1592,45682,JVASP-17691,DyTh,2,221,cubic,0.13081,0.0,train
1593,50199,JVASP-116730,TmSbO4,24,14,monoclinic,-2.6104,2.254,train
1594,84258,JVASP-185623,Tc2Se3,5,166,trigonal,-0.16237,0.0,train
1595,67975,JVASP-133773,NaBS2,4,166,trigonal,-0.17387,0.466,train
1596,14770,JVASP-99853,Y2ZnAu,4,225,cubic,-0.67273,0.0,train
1597,14866,JVASP-15357,ErSi2Cu2,5,139,tetragonal,-0.53377,0.0,train
1598,64817,JVASP-134191,LiBiS,3,187,hexagonal,-0.10047,0.0,train
1599,50580,JVASP-112198,CdH18C11O4,34,1,triclinic,-0.3522,3.572,train
1600,60239,JVASP-139743,Au2Cl,3,25,orthorhombic,0.29587,0.0,train
1601,91723,JVASP-188007,Zr3HgRh2,6,123,tetragonal,-0.55285,0.0,train
1602,22569,JVASP-14308,Ta2InCuTe4,8,121,tetragonal,0.33661,0.0,train
1603,44576,JVASP-109597,Sr3Zn,4,221,cubic,0.0096,0.0,train
1604,42422,JVASP-65029,BeZnW4,6,216,cubic,0.50754,0.0,train
1605,17389,JVASP-103914,ZnH8C6O4,19,1,triclinic,-0.55167,3.894,train
1606,80262,JVASP-183999,LiCrP,6,129,tetragonal,-0.60031,0.0,train
1607,87850,JVASP-162065,Na2VP2O8,26,100,tetragonal,-2.35437,1.154,train
1608,15405,JVASP-100172,GaGe3,8,194,hexagonal,0.28789,0.0,train
1609,69534,JVASP-146569,LiVF3,20,62,orthorhombic,-2.82214,1.164,train
1610,70230,JVASP-151982,La2Au,12,62,orthorhombic,-0.66904,0.0,train
1611,22388,JVASP-1261,HgF,4,139,tetragonal,-1.11636,1.83,train
1612,25028,JVASP-10235,ZnGeO3,10,148,trigonal,-1.70203,2.373,train
1613,93425,JVASP-188616,Be2Os,6,227,cubic,-0.31782,0.0,train
1614,93586,JVASP-187810,Pb,1,225,cubic,-0.01704,0.0,train
1615,39228,JVASP-45245,PrGeBO5,24,144,trigonal,-2.68841,4.101,train
1616,24632,JVASP-29122,Te2MoWSeS,12,156,trigonal,-0.36778,0.151,train
1617,37438,JVASP-37268,Si3MoPt2,12,26,orthorhombic,-0.54219,0.0,train
1618,34933,JVASP-38423,PrSm3,4,221,cubic,0.00971,0.0,train
1619,37082,JVASP-11681,SrMoO4,12,88,tetragonal,-2.79122,3.704,train
1620,75719,JVASP-157459,Pm2BeSi,4,225,cubic,-0.1892,0.0,train
1621,36506,JVASP-38738,Pm2Mg,3,139,tetragonal,-0.05207,0.0,train
1622,7627,JVASP-18913,HgPt,2,123,tetragonal,0.18834,0.0,train
1623,71445,JVASP-151413,FeCO3,10,167,trigonal,-1.27109,0.0,train
1624,26299,JVASP-10554,SbPO5,14,15,monoclinic,-1.82739,2.747,train
1625,73535,JVASP-149747,LaZnSbO,8,129,tetragonal,-1.89959,0.0,train
1626,77886,JVASP-168071,LaMg3,8,194,hexagonal,-0.1343,0.0,train
1627,37479,JVASP-37493,Sm3Tm,8,194,hexagonal,0.02077,0.0,train
1628,38317,JVASP-45921,VOF,12,14,monoclinic,-2.71198,0.0,train
1629,41954,JVASP-36810,CuClO2,8,20,orthorhombic,-0.31367,0.821,train
1630,51945,JVASP-114090,BaTe,2,123,tetragonal,-0.3399,1.143,train
1631,72220,JVASP-148781,LuRh,2,221,cubic,-1.07729,0.0,train
1632,20082,JVASP-1432,NaTlO2,4,166,trigonal,-1.22213,0.715,train
1633,80351,JVASP-162945,Y2Co3Ge,6,166,trigonal,-0.40283,0.0,train
1634,10005,JVASP-71768,BeCr2P,4,119,tetragonal,-0.06145,0.0,train
1635,30892,JVASP-50754,Li3CuF5,18,15,monoclinic,-2.54622,0.601,train
1636,83094,JVASP-181362,NbAgS2,4,187,hexagonal,-0.86119,0.0,train
1637,77765,JVASP-159331,Y6CoBr10,17,2,triclinic,-1.67864,0.0,train
1638,16365,JVASP-28891,Te2MoW3Se6,12,156,trigonal,-0.40633,0.659,train
1639,85412,JVASP-185675,Y2Se3,5,160,trigonal,-1.80961,1.313,train
1640,80493,JVASP-176763,NaScCl4,24,60,orthorhombic,-2.1309,3.713,train
1641,57151,JVASP-127343,NbCr,2,221,cubic,0.04544,0.0,train
1642,8388,JVASP-92885,HfMg6Cr,8,38,orthorhombic,0.26501,0.0,train
1643,72125,JVASP-147597,KNbWO6,18,46,orthorhombic,-2.45974,0.639,train
1644,8046,JVASP-1975,Ca2PI,4,166,trigonal,-1.55531,1.602,train
1645,36860,JVASP-22615,NiF2,6,136,tetragonal,-1.59868,0.0,train
1646,44946,JVASP-36951,BaHfO3,5,221,cubic,-3.65018,3.683,train
1647,68788,JVASP-151768,UReB4,12,65,orthorhombic,-0.53767,0.0,train
1648,80203,JVASP-164424,C,2,69,orthorhombic,-0.00297,0.0,train
1649,29835,JVASP-36999,TlPdF3,5,221,cubic,-1.54657,0.0,train
1650,73208,JVASP-149927,CeGe,8,62,orthorhombic,-0.75978,0.0,train
1651,758,JVASP-48101,LiFeO2,8,59,orthorhombic,-1.72316,0.0,train
1652,56294,JVASP-126909,NaAu3,4,221,cubic,-0.26623,0.0,train
1653,41787,JVASP-17949,Mn3InC,5,221,cubic,2.43378,0.0,train
1654,40736,JVASP-55293,Ba2CoB6O12,21,148,trigonal,-2.5943,0.0,train
1655,45314,JVASP-109548,Li2CeSn,4,225,cubic,-0.43747,0.0,train
1656,34152,JVASP-29089,TeMoWSeS2,12,156,trigonal,-0.57294,0.1,train
1657,7139,JVASP-66836,BePdCl,3,107,tetragonal,-0.15432,0.0,train
1658,38022,JVASP-40665,LiMnPO4,28,62,orthorhombic,-2.14173,1.72,train
1659,28542,JVASP-80048,TiInRh2,4,225,cubic,-0.62976,0.0,train
1660,56139,JVASP-122385,Mn8O13F3,24,1,triclinic,-1.91028,0.0,train
1661,46713,JVASP-16736,NbSi2,9,181,hexagonal,-0.4159,0.0,train
1662,77236,JVASP-159877,LiAlSeO,8,26,orthorhombic,-2.01633,3.311,train
1663,9888,JVASP-71399,CaMnBe2,4,123,tetragonal,0.20612,0.0,train
1664,64772,JVASP-135335,LiTaO,3,6,monoclinic,-1.08652,0.0,train
1665,31702,JVASP-41124,NaAcHg2,4,225,cubic,-0.3152,0.0,train
1666,47332,JVASP-21118,BaBPO5,24,154,trigonal,-2.8287,5.875,train
1667,37275,JVASP-5476,HfFeCl6,16,163,trigonal,-1.44129,0.0,train
1668,85841,JVASP-181563,Sc2InRh,4,225,cubic,-0.65249,0.0,train
1669,35950,JVASP-1035,Tm,2,194,hexagonal,0.0,0.0,train
1670,24340,JVASP-22583,TlAsF6,8,148,trigonal,-2.18221,4.313,train
1671,32236,JVASP-35861,ErH2,6,194,hexagonal,-0.52262,0.0,train
1672,25859,JVASP-77045,Ca2InHg,4,139,tetragonal,-0.52839,0.0,train
1673,75992,JVASP-156008,ThSn2Ru2,5,139,tetragonal,-0.28045,0.0,train
1674,40298,JVASP-46394,LiMnBO4,28,62,orthorhombic,-2.21485,0.681,train
1675,55424,JVASP-123694,PmSe2,3,12,monoclinic,-1.39256,0.0,train
1676,40333,JVASP-19364,Ca2TaSbO6,20,11,monoclinic,-2.75163,0.889,train
1677,67393,JVASP-121509,Sc3Si3Ru,28,62,orthorhombic,-0.84958,0.0,train
1678,13455,JVASP-92918,Mg6SbW,8,38,orthorhombic,0.1181,0.0,train
1679,31526,JVASP-58219,Ni2O3,20,63,orthorhombic,-0.73336,0.0,train
1680,29903,JVASP-52154,Mg2TcO4,14,74,orthorhombic,-2.35529,0.0,train
1681,5232,JVASP-66631,Ba4TaNb,6,216,cubic,1.51087,0.0,train
1682,69125,JVASP-152546,HoNiGe,12,62,orthorhombic,-0.84393,0.0,train
1683,59650,JVASP-140410,MnCu2S2,20,216,cubic,-0.22205,0.05,train
1684,43596,JVASP-110239,Ho2AlFe3,6,166,trigonal,-0.24772,0.0,train
1685,35054,JVASP-56296,ErAgSn,6,186,hexagonal,-0.57551,0.0,train
1686,49740,JVASP-116540,Tb2LaRuO7,22,63,orthorhombic,-3.01309,0.182,train
1687,67772,JVASP-133756,BCl2,3,25,orthorhombic,-0.01322,0.434,train
1688,54636,JVASP-119586,Li5Mn2CoO8,16,6,monoclinic,-1.99539,0.012,train
1689,30878,JVASP-28484,Te4Mo3Se2,9,187,hexagonal,-0.32864,0.386,train
1690,64455,JVASP-139942,MgCoNi,12,38,orthorhombic,-0.16207,0.0,train
1691,5105,JVASP-66628,BaTlPb,3,216,cubic,-0.06379,0.0,train
1692,18239,JVASP-101565,HfTaRu2,4,225,cubic,-0.55819,0.0,train
1693,18839,JVASP-103094,Ge2TeSe,4,166,trigonal,-0.161,0.536,train
1694,79734,JVASP-180788,ZrSN,3,187,hexagonal,-1.10451,0.0,train
1695,10231,JVASP-85438,UI4,10,15,monoclinic,-0.8356,0.282,train
1696,14018,JVASP-72476,InAgS2,16,33,orthorhombic,-0.45522,0.42,train
1697,22439,JVASP-101935,ZrH6C5O4,16,1,triclinic,-0.77706,2.075,train
1698,92755,JVASP-189846,Ti3MnRh2,6,123,tetragonal,-0.6737,0.0,train
1699,54025,JVASP-120195,CaAlF,3,99,tetragonal,-1.28707,0.0,train
1700,61615,JVASP-132296,TbNa,2,187,hexagonal,0.24565,0.0,train
1701,23061,JVASP-4636,MgAl2Se4,7,166,trigonal,-1.04883,1.223,train
1702,81131,JVASP-168878,VP3Pb6O16,26,1,triclinic,-2.02853,3.085,train
1703,58064,JVASP-124197,TcO,2,187,hexagonal,-0.40947,0.0,train
1704,29359,JVASP-34479,Ba4Fe2S4I5,15,87,tetragonal,-1.59165,0.001,train
1705,20959,JVASP-107464,MgNi2,6,227,cubic,-0.28025,0.0,train
1706,34898,JVASP-40528,LiCa2Ga,4,225,cubic,-0.31798,0.0,train
1707,84854,JVASP-184190,InPPt,3,187,hexagonal,-0.11119,0.0,train
1708,74249,JVASP-151292,HfFe2,12,63,orthorhombic,-0.32514,0.0,train
1709,43732,JVASP-109768,CeOsRu,6,74,orthorhombic,-0.33819,0.0,train
1710,52636,JVASP-117997,NbAgS3,5,221,cubic,-0.25233,0.0,train
1711,77793,JVASP-159460,LaFe4As12,17,204,cubic,-0.41481,0.0,train
1712,39570,JVASP-9591,Ho2CdSe4,14,227,cubic,-1.54909,0.616,train
1713,8722,JVASP-68020,BeGeRu2,4,119,tetragonal,0.09144,0.0,train
1714,84162,JVASP-184650,YSiO2,4,99,tetragonal,-1.8376,0.0,train
1715,20492,JVASP-102674,TaNbV,3,42,orthorhombic,0.04344,0.0,train
1716,3135,JVASP-90256,Co2As,9,189,hexagonal,-0.0798,0.0,train
1717,41302,JVASP-18069,UCu2Ge2,5,139,tetragonal,-0.16375,0.0,train
1718,40690,JVASP-11697,LiFeAs2O7,11,5,monoclinic,-1.43681,0.633,train
1719,11954,JVASP-1858,NaCoO2,4,166,trigonal,-1.50687,0.876,train
1720,23504,JVASP-8065,GeO2,6,136,tetragonal,-1.76177,1.366,train
1721,8399,JVASP-42630,LiMnO2,24,25,orthorhombic,-1.92908,0.0,train
1722,61595,JVASP-136270,CaI2,3,123,tetragonal,-0.71062,3.064,train
1723,47418,JVASP-4966,YbCuS2,16,62,orthorhombic,-1.17406,0.0,train
1724,48645,JVASP-102225,Ce3Th3Si4,10,38,orthorhombic,-0.58235,0.0,train
1725,73746,JVASP-147230,CeGe4Rh6,11,187,hexagonal,-0.72641,0.0,train
1726,70192,JVASP-151616,Lu2Ga8Co,11,123,tetragonal,-0.46285,0.0,train
1727,80921,JVASP-179106,Ba2InCl,4,225,cubic,-0.99391,0.0,train
1728,38112,JVASP-37505,YbPr3,4,221,cubic,0.0293,0.0,train
1729,54338,JVASP-118815,NaZn2,3,47,orthorhombic,0.16261,0.0,train
1730,46233,JVASP-17712,SnPt3C,5,221,cubic,0.34496,0.0,train
1731,92680,JVASP-189981,TiTc2W,4,123,tetragonal,-0.23881,0.0,train
1732,56326,JVASP-128361,Yb3Pa,4,221,cubic,0.47662,0.0,train
1733,41109,JVASP-30721,MgSn2O4,28,59,orthorhombic,-1.83493,2.214,train
1734,61939,JVASP-123230,Er3Pa,4,164,trigonal,0.02507,0.0,train
1735,78632,JVASP-173555,Er2MgSi2,10,127,tetragonal,-0.69524,0.0,train
1736,53882,JVASP-120123,AlAs,2,216,cubic,-0.58352,1.568,train
1737,51886,JVASP-114039,BaGeO,3,99,tetragonal,-0.77176,0.0,train
1738,47495,JVASP-26251,Zr5SiSb3,18,193,hexagonal,-0.77874,0.0,train
1739,92776,JVASP-193332,ScTiRh2,4,225,cubic,-0.88952,0.0,train
1740,34314,JVASP-40001,Ho2IrRu,4,225,cubic,-0.73311,0.0,train
1741,93245,JVASP-191839,YFe2C2,5,139,tetragonal,-0.32712,0.0,train
1742,48530,JVASP-29405,TaS2,3,166,trigonal,-1.11222,0.0,train
1743,32968,JVASP-39880,LiGaAg2,4,225,cubic,-0.22223,0.0,train
1744,19962,JVASP-106737,Sr2MnRuO6,10,87,tetragonal,-2.28591,0.0,train
1745,27280,JVASP-78864,HfMg,4,194,hexagonal,1.56035,0.0,train
1746,63068,JVASP-132396,MnO7,8,1,triclinic,0.2763,0.0,train
1747,50827,JVASP-116872,Li7NiO4F2,28,1,triclinic,-2.16151,0.0,train
1748,91696,JVASP-194659,Mg2AlPd3,6,164,trigonal,-0.82626,0.0,train
1749,62946,JVASP-132930,SrPrCo2O6,20,31,orthorhombic,-2.18631,0.0,train
1750,9417,JVASP-70737,BeRe2Br,4,99,tetragonal,0.3795,0.0,train
1751,9285,JVASP-92929,Mg6GaW,8,38,orthorhombic,0.15471,0.0,train
1752,11819,JVASP-74853,BeSnCl2,4,123,tetragonal,0.0855,0.0,train
1753,63169,JVASP-133545,BaTi4AlO7,26,186,hexagonal,-2.80331,0.113,train
1754,2247,JVASP-65370,BaSc2Cu,4,65,orthorhombic,0.46167,0.0,train
1755,6946,JVASP-15645,HoCo2Si2,5,139,tetragonal,-0.79553,0.0,train
1756,93195,JVASP-187181,Al2FePt,4,123,tetragonal,-0.71237,0.0,train
1757,80962,JVASP-169971,Nb4Co2C,28,227,cubic,-0.29937,0.0,train
1758,92962,JVASP-190336,Sc2H2C,5,164,trigonal,-0.7266,0.0,train
1759,73308,JVASP-146301,Ta4GaTe4Se4,13,216,cubic,-0.59441,0.0,train
1760,42459,JVASP-22085,Ca3MnN3,14,63,orthorhombic,-1.05233,0.0,train
1761,25376,JVASP-8450,DyCuSb2,8,129,tetragonal,-0.60486,0.0,train
1762,63501,JVASP-133558,VO2,9,12,monoclinic,-2.45029,0.0,train
1763,37474,JVASP-29289,ZnC2S2O6F6,17,148,trigonal,-1.43897,5.96,train
1764,68242,JVASP-149529,Pd3Pb2Se2,7,166,trigonal,-0.40766,0.0,train
1765,2630,JVASP-86288,Tb2Al4NiGe2,9,139,tetragonal,-0.6621,0.0,train
1766,8743,JVASP-68215,BeRu2Rh,4,119,tetragonal,0.031,0.0,train
1767,6255,JVASP-87874,NaZr2TiF11,15,12,monoclinic,-3.60517,0.0,train
1768,53985,JVASP-111978,LiFeF3,15,1,triclinic,-2.3761,0.0,train
1769,6176,JVASP-63339,Tb5Ge3B,18,193,hexagonal,-0.6759,0.0,train
1770,81430,JVASP-169608,Li5Ti2Fe3O10,20,2,triclinic,-2.27405,0.116,train
1771,75789,JVASP-156403,AcAgPb,3,216,cubic,-0.44209,0.0,train
1772,87283,JVASP-168325,Tm2Ge5Ru3,20,72,orthorhombic,-0.59324,0.0,train
1773,46506,JVASP-21599,Nb5Ni4P4,13,87,tetragonal,-0.80387,0.0,train
1774,3080,JVASP-15437,PrScGe,6,139,tetragonal,-0.73453,0.0,train
1775,28416,JVASP-36313,MgO,2,187,hexagonal,-2.65054,3.647,train
1776,56152,JVASP-122411,Li2V4CuNiO12,20,5,monoclinic,-2.19703,0.494,train
1777,65703,JVASP-132562,Pm3Pa,4,164,trigonal,0.0868,0.0,train
1778,70949,JVASP-146416,Zr3MnCo8,12,160,trigonal,-0.29313,0.0,train
1779,35994,JVASP-37729,Pm2InHg,4,225,cubic,-0.44074,0.0,train
1780,19888,JVASP-16073,SrSbPt,3,187,hexagonal,-0.99197,0.0,train
1781,18545,JVASP-105489,Hg2TeSe,4,160,trigonal,0.02606,0.0,train
1782,1242,JVASP-63989,Ba4SiPb,6,216,cubic,0.35959,0.0,train
1783,21374,JVASP-104766,AlGaN2,4,156,trigonal,-1.11182,2.776,train
